Identifier,Comment,SubTask1,SubTask2
5125,Ye Maulana khud hi islam ki pol kholte hai inke paas koi jawab nhi sammer sahil aur Adam ke tark ka,AntiReligion,Islam
1831,Muslim kahan rahi ab ye in par Allah ki lanat barsi hai to ab kiun faryad abto inka koi thikana jahannum muslim larkio ki aankh phuti hai dikhta nahi inhe,AntiReligion,Islam
287,"Dharm jhagda hai. Agar aapko Insaan se Mohabbat nahi toh ""Ishwar"" aap mai hai nahi. Chaaye aap kuch bhi kahe , Koi bhi dharm ke ho.,😇",Non-AntiReligion,None
7763,Jo Allah sa mohbat nhi kar sak te us ka yahe hal hoga inshaallah,Non-AntiReligion,None
7464,In मुसलमानों को मा बहन के साथ तुर्की के अब्बा कुछ ऐसा ही किया था जिसके बाद ये मुसलमान बने,AntiReligion,Islam
1152,प्रतिकार तो होगा हि नियम कानून तोडनेपर।,Non-AntiReligion,None
9045,Faltu ke topic pr debate kr time waste ho Raha hai Vikas pr debate honi chahiye kaunkiska purwaj the us se kya matlab bas sab ek hi insaan ke wans hai,Non-AntiReligion,None
8342,Estar dhanraj antichrist ka rasta tiwar karraha hai,Non-AntiReligion,None
6860,Are bhai jannat jana hi hai to muslim ho jao na,AntiReligion,Hinduism
6384,यीशू ने कहा सत्य मार्ग और जीवन मैं ही हूं बिना मेरे कोई पिता अर्थात परमेश्वर के पास नहीं जा सकता ।,Non-AntiReligion,None
11521,Ap yakata hona jaruri hai .jai hind.,Non-AntiReligion,None
1745,"हाहाहा मैं एसतर जी को मैं पिछले 3 साल से सुनरहथ , मुझे नहीं पता वो इतनी अच्छी हिन्दी भी बोलती हैं. జై శ్రీ రామ్",AntiReligion,Hinduism
819,Ye sb dikhava krte h islam ka I bhi follow nhi krte ye sb nhi to kbhi traffic ko nhi rokte 😅,AntiReligion,Islam
3875,Lagta hay aap hi ka number 666 hay.,Non-AntiReligion,None
10599,Toilets ko bhi Namaz.😂 aada bana de yeh log,AntiReligion,Islam
8165,Sahi baat ye h ki unke pass koi tark nhi h ye bss shor macha skte h bheed m aa skte h gyan se inka koi lena dena bhi nhi h ...,Non-AntiReligion,None
8611,Ye gilali nahi he... Harami he 😄,AntiReligion,Islam
10498,Madam app to bahut mahan hai.... anyways....same on u,Non-AntiReligion,None
9583,लोग करोना से मर रहे हैं आकसीजन ओर वैकसीन दूसरे देश को वेच दी है तुम हिदू मुस्लिम ईसाई कर रहे हो ।,Non-AntiReligion,None
3967,Peenaz ji Adam bhai Sahil bhai bulao pls aapne 6 se 7 din bad kiya ye sho har roj karo pls pls 🙏,AntiReligion,Islam
7429,Moulana Tera ek baap hae tho dubara debate mae mat ana,AntiReligion,Islam
7204,Samir ko Apne discuss ne nikaldithi...Molana ki takrir sunterahe.....💥,AntiReligion,Islam
3278,"दूसरे लोगों अगर गलती करते है तो क्या हम भी वही गलती दोहारायेगे, अगर ऐसा करेगे तो उनमें और हम मे क्या फरक रह जाएगा भाई 🚩🙏🙏....!",Non-AntiReligion,None
8407,moulana ko fir se madresa me padhne bhejo,AntiReligion,Islam
1453,"यही तो है, अज़ाबे ईलाही । प्यारे दीन इस्लाम धर्म को छोड़कर काफिर मुरतद हो गई । ना खुदा ही मिला ना विसाले सनम ना इधर के रहे ना उधर के रहे । धोबी का कुत्ता ना घर के ना घाट के । यह इबरत है मुस्लिम समुदाय के लड़कियों के लिए!",Non-AntiReligion,None
1187,Bharat mein musalmanon ki ladkiyon ke sath aise hi karna chahie Hindu ladkon ko,AntiReligion,Islam
4736,बाकी आप समझदार हो प्रभु आपको आशीष दे,Non-AntiReligion,None
1572,krle oppisite action beta tum dekhte raho krne ki kuch aukaat to hai nhi,Non-AntiReligion,None
4768,Bhai me sab insaan me bhagwan pati hu. Fark nahi padhta ki apkonse nam se unhko bulate hai.,Non-AntiReligion,None
9178,Musalmaan aakhir ghum phir kar RSS par aa hi jata hai. Sooar goo khana nahi chhod sakta.,AntiReligion,Hinduism
9384,Hindu Hindu ko jahil Hindu Muslim Mein convert Ho Gaye The Isliye hi Muslim Kitni Abadi ho gai hai Nahin Hindu rashtra Puri Duniya Mein Hindu The Hindu Muslim Mein convert Ho Gaye pata nahin unko sale ko Muslim mein kya dikha jahil hinduon ko Muslim,AntiReligion,Hinduism
2820,"पूजा नहीं हो सकती रोड पर, ये लोग नीच है तो इनकी तरह हो जाए क्या",Non-AntiReligion,None
6411,Ye sab hamari bahno ko hi galtiyan hai jiski wajah se hinduo me itni himmat aa rahi hai😢😢😢😢😢 sudhar jao Muslim bahne 😢😢😢,AntiReligion,Islam
5766,Sameer yadi muslim hokar baat kareto kya ye ayate hadeese apna arth badal denge,AntiReligion,Islam
7084,Isko bhagaban ne vejha or o patthar ki puja karte hain 😂😂😂...............jisko samne dikhta hain uski puja kar deta hain ........or o khud he gobor or toilet khata hain ..........usko banaya bhagaban ne or o puja karni lage patthar ki ...khud murti banate phir puja karne lag jati ......ager bhaghabane tumko banaya to sirf uske upar e sirf bishwas karo .....tumare hato ki banana murti nehi ...........allah tumhe hedayet de.....😃😃,AntiReligion,Hinduism
350,और हा आप बोल रहे थे की वो येशु मसीह जिसके खुदका हाथ बंधे है किसी को किया बचाएगा बाइबल पेरी होती तो आपको मालूम होता की मानव जाति को परमेश्वर खतम करने पर था लेकिन। उसने खुद ही ये फैसला किया की वो खुद पूरी मानव जाति को बचाएगा और वोही एकमात्र परमात्मा क्रूस पर मरा हम सबके लिया केवल क्रिश्चियन के लिया नि बल्कि पूरी मानव जाति के लिया वोही एकमात्र परमात्मा है जिसने सबकुछ को बनाया और तीसरे दिन मीर्तिको में से जी उठा और आजभी जीवित है और बहुत जल्द आने वाला है हर एक आंख उसे देखगी अभी भी समय है पश्चाताप कर लो मोका मिले न मिले प्रभु येशु मसीह आपको आशीष दे,AntiReligion,Christianity 
5099,Or rho Pakistan mein yeh toh u sale bhagrat log,Non-AntiReligion,None
9257,Ha Bharat ka Musalman Hindu tha,Non-AntiReligion,None
1743,यही एक मात्र रास्ता है बाई कर्ट chuslam,AntiReligion,Islam
6669,Samir shaita ke chele hai shaitan hawi hai,Non-AntiReligion,None
7668,"Rajeev ji apne kaha hai wo apne apko baca nhi paya ,wo bhagwan nhi hai ,to ap a after three days wala kyon nhi batate ki wo punarjiwit v hua ,ap galat Mt bolo vaidik dharam me to lakh burai hai lekin log Manta hai jisdin wolog Satya ko janega apdono ka campaign calane ki baad v Christian Jesus ko manne wale log badhenge.ise v Jesus gyano ke liye nhi aya tha.",AntiReligion,Christianity 
10633,Tumhara bas chale to hagne wali jagah par puja kare😂😂😂,AntiReligion,Hinduism
4956,Ham sab Adam ki olad he,AntiReligion,Christianity 
5403,Mulana ki fat jati h x muslim k samne,Non-AntiReligion,None
8432,Sab ko India 🇮🇳 wapas bulalena chahiye,Non-AntiReligion,None
10769,हिन्दू बन या मुसलमान या ईसाई ये मायने नहीं रखता बस इतना कि कितने में बिकी धर्म परिवर्तन के लिए ये तो बता देती,Non-AntiReligion,None
6423,"koi INSAAN IMAAN Qubool karta he to Marne ke bad, usse koi Pichhla Hisab Kitab nhi hoga.",Non-AntiReligion,None
7549,मौलाना ने तो खुद ही जाहिलाना गुफ़्तगू की हद्द कर दी 😳😆😆,AntiReligion,Islam
10484,Me bhi ak ladki hu abhi tak koe hindu mujhe tu khek nhi bola aoukat yaad dila deti hu,Non-AntiReligion,None
4478,Islam se gaddari karne ki yahi saza hai duniya me inke liye ruswaayi thokre hain or marne ke baad HMESHA HMESHA ki JAHANNAM...,AntiReligion,Islam
3374,Prabhu Yeshu hi sachha masiha hai,Non-AntiReligion,None
883,Kisi ka jabardasti Dharm Parivartan karna galat hai Pakistan murdabad,AntiReligion,Islam
5075,मौलाना तुम लोगो का ढकोसला पन अब नही चलने वाला। दुनिया तुम लोग की सच्चाई अच्छे से समझ गई हैं। तुम लोग की सोच दूसरे धर्म के बारे में क्या है ये हम अच्छे से समझते हैं। दूसरे धर्म के लोग और महिलाओं के बारे में तुम लोग की क्या सोच हैं ये सब हमलोग जान गए हैं। जय श्री राम 🚩🚩🚩,AntiReligion,Islam
7293,Hmmm musalmano k purvaj hindu tha or tha ka mtlb jantA h na,AntiReligion,Islam
1984,Duniya Ke Pehle Insan Hazrat ADAM ( alaihissalam) Musalmaan the,Non-AntiReligion,None
64,Khud bula le ab kahe pareshan ho rahi hai,Non-AntiReligion,None
5357,India may bhi Hinduone na logo ke sath aisa hi karna take Hindu ko marriage ki samasya ka bhar pur samadhan ho,Non-AntiReligion,None
6962,बहुत अच्छा काम कर रहे है आप,Non-AntiReligion,None
2521,हिन्दुओ को यदि अपना असितत्व बचाना है तो आवाज तो उठानी ही होगी - जय श्री राम,AntiReligion,Hinduism
11337,अरे मौलाना तेरा बाप है ना वह भी सनातन से ही पैदा हुआ है,AntiReligion,Hinduism
7010,मराठा और राजपूताना तलवारों का केसरिया पानी अभी सूखा नही है।। जय भवानी ।। 🚩🚩,AntiReligion,Islam
9336,क्या प्रभु यीशु ने कोड़े नही खाएं,Non-AntiReligion,None
5820,पहले ही जवाब में गलत hahaha येशु मसीह जिंदा भी हुए थे। हाथ बंधा हुआ नही था। थोड़ा ज्ञान सही दीजिए। ऐसे कहानी बहुत है आप नए नही हो। हर धर्म में है ये कहानी है। कोई आपको critisim नही करता कियोंकि ईसाई लोग इग्नोर करता है। प्रभु सब देखता है।,AntiReligion,Christianity 
6844,to krona be mana kon krra dhur sale,AntiReligion,Islam
3354,Beta power of Muslim dekh le hinduon ko gu khana padega Samjha kya,AntiReligion,Hinduism
7773,Pakistani Hindu bomb blast kare Pakistan mein.,AntiReligion,Islam
9550,Hindu Dharam me Swarg aur Narak ka tasawwar nahi hai? toh phir Narak me kon jaayega. Kaurav ya Pandav. Raam ke maanne waale ya Rawan ko maanne waale.,Non-AntiReligion,None
516,Islam raxas jaat ka khatma Tay he,AntiReligion,Islam
1846,विश्वाशी का अविश्वासिंयों के सांथ में क्या नाता,Non-AntiReligion,None
2919,"Our country has given birth to various religions/shown various paths to the world like Hinduism, Buddhism, Jainism, shikhism...so we are rich in religions then why there needs of others religions when we have our owns..Our culture is within our religions, lifestyle etc and we need to preserve it. Otherwise we'll be identityless....India's religions are india's real identity.. Sadiyon se hamare desh ke log veer thay, unhone hamare religions ke mahanata ko hamesha uncha rakha hai, jab jaroorat padi apney hi dharm ke kupratha ko door karne ke liye dharm ke khilaf sangharsh kiye hain jese ke baal bibah pratha, satidaha pratha etc...woh mahapurushon ne kabhi ye nahi kaha is dharm mein ye kharab he mein doosra dharm grahan karta hoon balki unhone dharm ko ek nayee disha dikhaya hai... Aaj agar ham apne dharm ke kupratha jese ke casteism, untouchability, poverty ye sab door karne mein lage toh hamara dharm hame sabse achcha lagega..aur ye sab kuprathaon aad mein conversion ho rahe hain...aur ye sab kuprathaon ke kaaran ham sab mein unity nahi hai...",Non-AntiReligion,None
